time_s,root_branch,stack_depth
0.029028,upper_major,1
0.029029,upper_major,1
0.02903,upper_major,1
0.029031,upper_major,1
0.029032,upper_major,1
0.029033,upper_major,1
0.029034,upper_major,1
0.029035,upper_major,1
0.029036,upper_major,1
0.029037,upper_major,1
0.029038,upper_major,1
0.029039,upper_major,1
0.02904,upper_major,1
0.029041,upper_major,1
0.029042,upper_major,1
0.029043,upper_major,1
0.029044,upper_major,1
0.029045,upper_major,1
0.029046,upper_major,1
0.029047,upper_major,1
0.029048,upper_major,1
0.029049,upper_major,1
0.02905,upper_major,1
0.029051,upper_major,1
0.029052,upper_major,1
0.029053,upper_major,1
0.029054,upper_major,1
0.029055,upper_major,1
0.029056,upper_major,1
0.029057,upper_major,1
0.029058,upper_major,1
0.029059,upper_major,1
0.02906,upper_major,1
0.029061,upper_major,1
0.029062,upper_major,1
0.029063,upper_major,1
0.029064,upper_major,1
0.029065,upper_major,1
0.029066,upper_major,1
0.029067,upper_major,1
0.029068,upper_major,1
0.029069,upper_major,1
0.02907,upper_major,1
0.029071,upper_major,1
0.029072,upper_major,1
0.029073,upper_major,1
0.029074,upper_major,1
0.029075,upper_major,1
0.029076,upper_major,1
0.029077,upper_major,1
0.029078,upper_major,1
0.029079,upper_major,1
0.02908,upper_major,1
0.029081,upper_major,1
0.029082,upper_major,1
0.029083,upper_major,1
0.029084,upper_major,1
0.029085,upper_major,1
0.029086,upper_major,1
0.029087,upper_major,1
0.029088,upper_major,1
0.029089,upper_major,1
0.02909,upper_major,1
0.029091,upper_major,1
0.029092,upper_major,1
0.029093,upper_major,1
0.029094,upper_major,1
0.029095,upper_major,1
0.029096,upper_major,1
0.029097,upper_major,1
0.029098,upper_major,1
0.029099,upper_major,1
0.0291,upper_major,1
0.029101,upper_major,1
0.029102,upper_major,1
0.029103,upper_major,1
0.029104,upper_major,1
0.029105,upper_major,1
0.029106,upper_major,1
0.029107,upper_major,1
0.029108,upper_major,1
0.029109,upper_major,1
0.02911,upper_major,1
0.029111,upper_major,1
0.029112,upper_major,1
0.029113,upper_major,1
0.029114,upper_major,1
0.029115,upper_major,1
0.029116,upper_major,1
0.029117,upper_major,1
0.029118,upper_major,1
0.029119,upper_major,1
0.02912,upper_major,1
0.029121,upper_major,1
0.029122,upper_major,1
0.029123,upper_major,1
0.029124,upper_major,1
0.029125,upper_major,1
0.029126,upper_major,1
0.029127,upper_major,1
0.029128,upper_major,1
0.029129,upper_major,1
0.02913,upper_major,1
0.029131,upper_major,1
0.029132,upper_major,1
0.029133,upper_major,1
0.029134,upper_major,1
0.029135,upper_major,1
0.029136,upper_major,1
0.029137,upper_major,1
0.029138,upper_major,1
0.029139,upper_major,1
0.02914,upper_major,1
0.029141,upper_major,1
0.029142,upper_major,1
0.029143,upper_major,1
0.029144,upper_major,1
0.029145,upper_major,1
0.029146,upper_major,1
0.029147,upper_major,1
0.029148,upper_major,1
0.029149,upper_major,1
0.02915,upper_major,1
0.029151,upper_major,1
0.029152,upper_major,1
0.029153,upper_major,1
0.029154,upper_major,1
0.029155,upper_major,1
0.029156,upper_major,1
0.029157,upper_major,1
0.029158,upper_major,1
0.029159,upper_major,1
0.02916,upper_major,1
0.029161,upper_major,1
0.029162,upper_major,1
0.029163,upper_major,1
0.029164,upper_major,1
0.029165,upper_major,1
0.029166,upper_major,1
0.029167,upper_major,1
0.029168,upper_major,1
0.029169,upper_major,1
0.02917,upper_major,1
0.029171,upper_major,1
0.029172,upper_major,1
0.029173,upper_major,1
0.029174,upper_major,1
0.029175,upper_major,1
0.029176,upper_major,1
0.029177,upper_major,1
0.029178,upper_major,1
0.029179,upper_major,1
0.02918,upper_major,1
0.029181,upper_major,1
0.029182,upper_major,1
0.029183,upper_major,1
0.029184,upper_major,1
0.029185,upper_major,1
0.029186,upper_major,1
0.029187,upper_major,1
0.029188,upper_major,1
0.029189,upper_major,1
0.02919,upper_major,1
0.029191,upper_major,1
0.029192,upper_major,1
0.029193,upper_major,1
0.029194,upper_major,1
0.029195,upper_major,1
0.029196,upper_major,1
0.029197,upper_major,1
0.029198,upper_major,1
0.029199,upper_major,1
0.0292,upper_major,1
0.029201,upper_major,1
0.029202,upper_major,1
0.029203,upper_major,1
0.029204,upper_major,1
0.029205,upper_major,1
0.029206,upper_major,1
0.029207,upper_major,1
0.029208,upper_major,1
0.029209,upper_major,1
0.02921,upper_major,1
0.029211,upper_major,1
0.029212,upper_major,1
0.029213,upper_major,1
0.029214,upper_major,1
0.029215,upper_major,1
0.029216,upper_major,1
0.029217,upper_major,1
0.029218,upper_major,1
0.029219,upper_major,1
0.02922,upper_major,1
0.029221,upper_major,1
0.029222,upper_major,1
0.029223,upper_major,1
0.029224,upper_major,1
0.029225,upper_major,1
0.029226,upper_major,1
0.029227,upper_major,1
0.029228,upper_major,1
0.029229,upper_major,1
0.02923,upper_major,1
0.029231,upper_major,1
0.029232,upper_major,1
0.029233,upper_major,1
0.029234,upper_major,1
0.029235,upper_major,1
0.029236,upper_major,1
0.029237,upper_major,1
0.029238,upper_major,1
0.029239,upper_major,1
0.02924,upper_major,1
0.029241,upper_major,1
0.029242,upper_major,1
0.029243,upper_major,1
0.029244,upper_major,1
0.029245,upper_major,1
0.029246,upper_major,1
0.029247,upper_major,1
0.029248,upper_major,1
0.029249,upper_major,1
0.02925,upper_major,1
0.029251,upper_major,1
0.029252,upper_major,1
0.029253,upper_major,1
0.029254,upper_major,1
0.029255,upper_major,1
0.029256,upper_major,1
0.029257,upper_major,1
0.029258,upper_major,1
0.029259,upper_major,1
0.02926,upper_major,1
0.029261,upper_major,1
0.029262,upper_major,1
0.029263,upper_major,1
0.029264,upper_major,1
0.029265,upper_major,1
0.029266,upper_major,1
0.029267,upper_major,1
0.029268,upper_major,1
0.029269,upper_major,1
0.02927,upper_major,1
0.029271,upper_major,1
0.029272,upper_major,1
0.029273,upper_major,1
0.029274,upper_major,1
0.029275,upper_major,1
0.029276,upper_major,1
0.029277,upper_major,1
0.029278,upper_major,1
0.029279,upper_major,1
0.02928,upper_major,1
0.029281,upper_major,1
0.029282,upper_major,1
0.029283,upper_major,1
0.029284,upper_major,1
0.029285,upper_major,1
0.029286,upper_major,1
0.029287,upper_major,1
0.029288,upper_major,1
0.029289,upper_major,1
0.02929,upper_major,1
0.029291,upper_major,1
0.029292,upper_major,1
0.029293,upper_major,1
0.029294,upper_major,1
0.029295,upper_major,1
0.029296,upper_major,1
0.029297,upper_major,1
0.029298,upper_major,1
0.029299,upper_major,1
0.0293,upper_major,1
0.029301,upper_major,1
0.029302,upper_major,1
0.029303,upper_major,1
0.029304,upper_major,1
0.029305,upper_major,1
0.029306,upper_major,1
0.029307,upper_major,1
0.029308,upper_major,1
0.029309,upper_major,1
0.02931,upper_major,1
0.029311,upper_major,1
0.029312,upper_major,1
0.029313,upper_major,1
0.029314,upper_major,1
0.029315,upper_major,1
0.029316,upper_major,1
0.029317,upper_major,1
0.029318,upper_major,1
0.029319,upper_major,1
0.02932,upper_major,1
0.029321,upper_major,1
0.029322,upper_major,1
0.029323,upper_major,1
0.029324,upper_major,1
0.029325,upper_major,1
0.029326,upper_major,1
0.029327,upper_major,1
0.029328,upper_major,1
0.029329,upper_major,1
0.02933,upper_major,1
0.029331,upper_major,1
0.029332,upper_major,1
0.029333,upper_major,1
0.029334,upper_major,1
0.029335,upper_major,1
0.029336,upper_major,1
0.029337,upper_major,1
0.029338,upper_major,1
0.029339,upper_major,1
0.02934,upper_major,1
0.029341,upper_major,1
0.029342,upper_major,1
0.029343,upper_major,1
0.029344,upper_major,1
0.029345,upper_major,1
0.029346,upper_major,1
0.029347,upper_major,1
0.029348,upper_major,1
0.029349,upper_major,1
0.02935,upper_major,1
0.029351,upper_major,1
0.029352,upper_major,1
0.029353,upper_major,1
0.029354,upper_major,1
0.029355,upper_major,1
0.029356,upper_major,1
0.029357,upper_major,1
0.029358,upper_major,1
0.029359,upper_major,1
0.02936,upper_major,1
0.029361,upper_major,1
0.029362,upper_major,1
0.029363,upper_major,1
0.029364,upper_major,1
0.029365,upper_major,1
0.029366,upper_major,1
0.029367,upper_major,1
0.029368,upper_major,1
0.029369,upper_major,1
0.02937,upper_major,1
0.029371,upper_major,1
0.029372,upper_major,1
0.029373,upper_major,1
0.029374,upper_major,1
0.029375,upper_major,1
0.029376,upper_major,1
0.029377,upper_major,1
0.029378,upper_major,1
0.029379,upper_major,1
0.02938,upper_major,1
0.029381,upper_major,1
0.029382,upper_major,1
0.029383,upper_major,1
0.029384,upper_major,1
0.029385,upper_major,1
0.029386,upper_major,1
0.029387,upper_major,1
0.029388,upper_major,1
0.029389,upper_major,1
0.02939,upper_major,1
0.029391,upper_major,1
0.029392,upper_major,1
0.029393,upper_major,1
0.029394,upper_major,1
0.029395,upper_major,1
0.029396,upper_major,1
0.029397,upper_major,1
0.029398,upper_major,1
0.029399,upper_major,1
0.0294,upper_major,1
0.029401,upper_major,1
0.029402,upper_major,1
0.029403,upper_major,1
0.029404,upper_major,1
0.029405,upper_major,1
0.029406,upper_major,1
0.029407,upper_major,1
0.029408,upper_major,1
0.029409,upper_major,1
0.02941,upper_major,1
0.029411,upper_major,1
0.029412,upper_major,1
0.029413,upper_major,1
0.029414,upper_major,1
0.029415,upper_major,1
0.029416,upper_major,1
0.029417,upper_major,1
0.029418,upper_major,1
0.029419,upper_major,1
0.02942,upper_major,1
0.029421,upper_major,1
0.029422,upper_major,1
0.029423,upper_major,1
0.029424,upper_major,1
0.029425,upper_major,1
0.029426,upper_major,1
0.029427,upper_major,1
0.029428,upper_major,1
0.029429,upper_major,1
0.02943,upper_major,1
0.029431,upper_major,1
0.029432,upper_major,1
0.029433,upper_major,1
0.029434,upper_major,1
0.029435,upper_major,1
0.029436,upper_major,1
0.029437,upper_major,1
0.029438,upper_major,1
0.029439,upper_major,1
0.02944,upper_major,1
0.029441,upper_major,1
0.029442,upper_major,1
0.029443,upper_major,1
0.029444,upper_major,1
0.029445,upper_major,1
0.029446,upper_major,1
0.029447,upper_major,1
0.029448,upper_major,1
0.029449,upper_major,1
0.02945,upper_major,1
0.029451,upper_major,1
0.029452,upper_major,1
0.029453,upper_major,1
0.029454,upper_major,1
0.029455,upper_major,1
0.029456,upper_major,1
0.029457,upper_major,1
0.029458,upper_major,1
0.029459,upper_major,1
0.02946,upper_major,1
0.029461,upper_major,1
0.029462,upper_major,1
0.029463,upper_major,1
0.029464,upper_major,1
0.029465,upper_major,1
0.029466,upper_major,1
0.029467,upper_major,1
0.029468,upper_major,1
0.029469,upper_major,1
0.02947,upper_major,1
0.029471,upper_major,1
0.029472,upper_major,1
0.029473,upper_major,1
0.029474,upper_major,1
0.029475,upper_major,1
0.029476,upper_major,1
0.029477,upper_major,1
0.029478,upper_major,1
0.029479,upper_major,1
0.02948,upper_major,1
0.029481,upper_major,1
0.029482,lower_major,0
0.029483,lower_major,0
0.029484,lower_major,0
0.029485,lower_major,0
0.029486,lower_major,0
0.029487,lower_major,0
0.029488,lower_major,0
0.029489,lower_major,0
0.02949,lower_major,0
0.029491,lower_major,0
0.029492,lower_major,0
0.029493,lower_major,0
0.029494,lower_major,0
0.029495,lower_major,0
0.029496,lower_major,0
0.029497,lower_major,0
0.029498,lower_major,0
0.029499,lower_major,0
0.0295,lower_major,0
0.029501,lower_major,0
0.029502,lower_major,0
0.029503,lower_major,0
0.029504,lower_major,0
0.029505,lower_major,0
0.029506,lower_major,0
0.029507,lower_major,0
0.029508,lower_major,0
0.029509,lower_major,0
0.02951,lower_major,0
0.029511,lower_major,0
0.029512,lower_major,0
0.029513,lower_major,0
0.029514,lower_major,0
0.029515,lower_major,0
0.029516,lower_major,0
0.029517,lower_major,0
0.029518,lower_major,0
0.029519,lower_major,0
0.02952,lower_major,0
0.029521,lower_major,0
0.029522,lower_major,0
0.029523,lower_major,0
0.029524,lower_major,0
0.029525,lower_major,0
0.029526,lower_major,0
0.029527,lower_major,0
0.029528,lower_major,0
0.029529,lower_major,0
0.02953,lower_major,0
0.029531,lower_major,0
0.029532,lower_major,0
0.029533,lower_major,0
0.029534,lower_major,0
0.029535,lower_major,0
0.029536,lower_major,0
0.029537,lower_major,0
0.029538,lower_major,0
0.029539,lower_major,0
0.02954,lower_major,0
0.029541,lower_major,0
0.029542,lower_major,0
0.029543,lower_major,0
0.029544,lower_major,0
0.029545,lower_major,0
0.029546,lower_major,0
0.029547,lower_major,0
0.029548,lower_major,0
0.029549,lower_major,0
0.02955,lower_major,0
0.029551,lower_major,0
0.029552,lower_major,0
0.029553,lower_major,0
0.029554,lower_major,0
0.029555,lower_major,0
0.029556,lower_major,0
0.029557,lower_major,0
0.029558,lower_major,0
0.029559,lower_major,0
0.02956,lower_major,0
0.029561,lower_major,0
0.029562,lower_major,0
0.029563,lower_major,0
0.029564,lower_major,0
0.029565,lower_major,0
0.029566,lower_major,0
0.029567,lower_major,0
0.029568,lower_major,0
0.029569,lower_major,0
0.02957,lower_major,0
0.029571,lower_major,0
0.029572,lower_major,0
0.029573,lower_major,0
0.029574,lower_major,0
0.029575,lower_major,0
0.029576,lower_major,0
0.029577,lower_major,0
0.029578,lower_major,0
0.029579,lower_major,0
0.02958,lower_major,0
0.029581,lower_major,0
0.029582,lower_major,0
0.029583,lower_major,0
0.029584,lower_major,0
0.029585,lower_major,0
0.029586,lower_major,0
0.029587,lower_major,0
0.029588,lower_major,0
0.029589,lower_major,0
0.02959,lower_major,0
0.029591,lower_major,0
0.029592,lower_major,0
0.029593,lower_major,0
0.029594,lower_major,0
0.029595,lower_major,0
0.029596,lower_major,0
0.029597,lower_major,0
0.029598,lower_major,0
0.029599,lower_major,0
0.0296,lower_major,0
0.029601,lower_major,0
0.029602,lower_major,0
0.029603,lower_major,0
0.029604,lower_major,0
0.029605,lower_major,0
0.029606,lower_major,0
0.029607,lower_major,0
0.029608,lower_major,0
0.029609,lower_major,0
0.02961,lower_major,0
0.029611,lower_major,0
0.029612,lower_major,0
0.029613,lower_major,0
0.029614,lower_major,0
0.029615,lower_major,0
0.029616,lower_major,0
0.029617,lower_major,0
0.029618,lower_major,0
0.029619,lower_major,0
0.02962,lower_major,0
0.029621,lower_major,0
0.029622,lower_major,0
0.029623,lower_major,0
0.029624,lower_major,0
0.029625,lower_major,0
0.029626,lower_major,0
0.029627,lower_major,0
0.029628,lower_major,0
0.029629,lower_major,0
0.02963,lower_major,0
0.029631,lower_major,0
0.029632,lower_major,0
0.029633,lower_major,0
0.029634,lower_major,0
0.029635,lower_major,0
0.029636,lower_major,0
0.029637,lower_major,0
0.029638,lower_major,0
0.029639,lower_major,0
0.02964,lower_major,0
0.029641,lower_major,0
0.029642,lower_major,0
0.029643,lower_major,0
0.029644,lower_major,0
0.029645,lower_major,0
0.029646,lower_major,0
0.029647,lower_major,0
0.029648,lower_major,0
0.029649,lower_major,0
0.02965,lower_major,0
0.029651,lower_major,0
0.029652,lower_major,0
0.029653,lower_major,0
0.029654,lower_major,0
0.029655,lower_major,0
0.029656,lower_major,0
0.029657,lower_major,0
0.029658,lower_major,0
0.029659,lower_major,0
0.02966,lower_major,0
0.029661,lower_major,0
0.029662,lower_major,0
0.029663,lower_major,0
0.029664,lower_major,0
0.029665,lower_major,0
0.029666,lower_major,0
0.029667,lower_major,0
0.029668,lower_major,0
0.029669,lower_major,0
0.02967,lower_major,0
0.029671,lower_major,0
0.029672,lower_major,0
0.029673,lower_major,0
0.029674,lower_major,0
0.029675,lower_major,0
0.029676,lower_major,0
0.029677,lower_major,0
0.029678,lower_major,0
0.029679,lower_major,0
0.02968,lower_major,0
0.029681,lower_major,0
0.029682,lower_major,0
0.029683,lower_major,0
0.029684,lower_major,0
0.029685,lower_major,0
0.029686,lower_major,0
0.029687,lower_major,0
0.029688,lower_major,0
0.029689,lower_major,0
0.02969,lower_major,0
0.029691,lower_major,0
0.029692,lower_major,0
0.029693,lower_major,0
0.029694,lower_major,0
0.029695,lower_major,0
0.029696,lower_major,0
0.029697,lower_major,0
0.029698,lower_major,0
0.029699,lower_major,0
0.0297,lower_major,0
0.029701,lower_major,0
0.029702,lower_major,0
0.029703,lower_major,0
0.029704,lower_major,0
0.029705,lower_major,0
0.029706,lower_major,0
0.029707,lower_major,0
0.029708,lower_major,0
0.029709,lower_major,0
0.02971,lower_major,0
0.029711,lower_major,0
0.029712,lower_major,0
0.029713,lower_major,0
0.029714,lower_major,0
0.029715,lower_major,0
0.029716,lower_major,0
0.029717,lower_major,0
0.029718,lower_major,0
0.029719,lower_major,0
0.02972,lower_major,0
0.029721,lower_major,0
0.029722,lower_major,0
0.029723,lower_major,0
0.029724,lower_major,0
0.029725,lower_major,0
0.029726,lower_major,0
0.029727,lower_major,0
0.029728,lower_major,0
0.029729,lower_major,0
0.02973,lower_major,0
0.029731,lower_major,0
0.029732,lower_major,0
0.029733,lower_major,0
0.029734,lower_major,0
0.029735,lower_major,0
0.029736,lower_major,0
0.029737,lower_major,0
0.029738,lower_major,0
0.029739,lower_major,0
0.02974,lower_major,0
0.029741,lower_major,0
0.029742,lower_major,0
0.029743,lower_major,0
0.029744,lower_major,0
0.029745,lower_major,0
0.029746,lower_major,0
0.029747,lower_major,0
0.029748,lower_major,0
0.029749,lower_major,0
0.02975,lower_major,0
0.029751,lower_major,0
0.029752,lower_major,0
0.029753,lower_major,0
0.029754,lower_major,0
0.029755,lower_major,0
0.029756,lower_major,0
0.029757,lower_major,0
0.029758,lower_major,0
0.029759,lower_major,0
0.02976,lower_major,0
0.029761,lower_major,0
0.029762,lower_major,0
0.029763,lower_major,0
0.029764,lower_major,0
0.029765,lower_major,0
0.029766,lower_major,0
0.029767,lower_major,0
0.029768,lower_major,0
0.029769,lower_major,0
0.02977,lower_major,0
0.029771,lower_major,0
0.029772,lower_major,0
0.029773,lower_major,0
0.029774,lower_major,0
0.029775,lower_major,0
0.029776,lower_major,0
0.029777,lower_major,0
0.029778,lower_major,0
0.029779,lower_major,0
0.02978,lower_major,0
0.029781,lower_major,0
0.029782,lower_major,0
0.029783,lower_major,0
0.029784,lower_major,0
0.029785,lower_major,0
0.029786,lower_major,0
0.029787,lower_major,0
0.029788,lower_major,0
0.029789,lower_major,0
0.02979,lower_major,0
0.029791,lower_major,0
0.029792,lower_major,0
0.029793,lower_major,0
0.029794,lower_major,0
0.029795,lower_major,0
0.029796,lower_major,0
0.029797,lower_major,0
0.029798,lower_major,0
0.029799,lower_major,0
0.0298,lower_major,0
0.029801,lower_major,0
0.029802,lower_major,0
0.029803,lower_major,0
0.029804,lower_major,0
0.029805,lower_major,0
0.029806,lower_major,0
0.029807,lower_major,0
0.029808,lower_major,0
0.029809,lower_major,0
0.02981,lower_major,0
0.029811,lower_major,0
0.029812,lower_major,0
0.029813,lower_major,0
0.029814,lower_major,0
0.029815,lower_major,0
0.029816,lower_major,0
0.029817,lower_major,0
0.029818,lower_major,0
0.029819,lower_major,0
0.02982,lower_major,0
0.029821,lower_major,0
0.029822,lower_major,0
0.029823,lower_major,0
0.029824,lower_major,0
0.029825,lower_major,0
0.029826,lower_major,0
0.029827,lower_major,0
0.029828,lower_major,0
0.029829,lower_major,0
0.02983,lower_major,0
0.029831,lower_major,0
0.029832,lower_major,0
0.029833,lower_major,0
0.029834,lower_major,0
0.029835,lower_major,0
0.029836,lower_major,0
0.029837,lower_major,0
0.029838,lower_major,0
0.029839,lower_major,0
0.02984,lower_major,0
0.029841,lower_major,0
0.029842,lower_major,0
0.029843,lower_major,0
0.029844,lower_major,0
0.029845,lower_major,0
0.029846,lower_major,0
0.029847,lower_major,0
0.029848,lower_major,0
0.029849,lower_major,0
0.02985,lower_major,0
0.029851,lower_major,0
0.029852,lower_major,0
0.029853,lower_major,0
0.029854,lower_major,0
0.029855,lower_major,0
0.029856,lower_major,0
0.029857,lower_major,0
0.029858,lower_major,0
0.029859,lower_major,0
0.02986,lower_major,0
0.029861,lower_major,0
0.029862,lower_major,0
0.029863,lower_major,0
0.029864,lower_major,0
0.029865,lower_major,0
0.029866,lower_major,0
0.029867,lower_major,0
0.029868,lower_major,0
0.029869,lower_major,0
0.02987,lower_major,0
0.029871,lower_major,0
0.029872,lower_major,0
0.029873,lower_major,0
0.029874,lower_major,0
0.029875,lower_major,0
0.029876,lower_major,0
0.029877,lower_major,0
0.029878,lower_major,0
0.029879,lower_major,0
0.02988,lower_major,0
0.029881,lower_major,0
0.029882,lower_major,0
0.029883,lower_major,0
0.029884,lower_major,0
0.029885,lower_major,0
0.029886,lower_major,0
0.029887,lower_major,0
0.029888,lower_major,0
0.029889,lower_major,0
0.02989,lower_major,0
0.029891,lower_major,0
0.029892,lower_major,0
0.029893,lower_major,0
0.029894,lower_major,0
0.029895,lower_major,0
0.029896,lower_major,0
0.029897,lower_major,0
0.029898,lower_major,0
0.029899,lower_major,0
0.0299,lower_major,0
0.029901,lower_major,0
0.029902,lower_major,0
0.029903,lower_major,0
0.029904,lower_major,0
0.029905,lower_major,0
0.029906,lower_major,0
0.029907,lower_major,0
0.029908,lower_major,0
0.029909,lower_major,0
0.02991,lower_major,0
0.029911,lower_major,0
0.029912,lower_major,0
0.029913,lower_major,0
0.029914,lower_major,0
0.029915,lower_major,0
0.029916,lower_major,0
0.029917,lower_major,0
0.029918,lower_major,0
0.029919,lower_major,0
0.02992,lower_major,0
0.029921,lower_major,0
0.029922,lower_major,0
0.029923,lower_major,0
0.029924,lower_major,0
0.029925,lower_major,0
0.029926,lower_major,0
0.029927,lower_major,0
0.029928,lower_major,0
0.029929,lower_major,0
0.02993,lower_major,0
0.029931,lower_major,0
0.029932,lower_major,0
0.029933,lower_major,0
0.029934,lower_major,0
0.029935,lower_major,0
0.029936,lower_major,0
0.029937,lower_major,0
0.029938,lower_major,0
0.029939,lower_major,0
0.02994,lower_major,0
0.029941,lower_major,0
0.029942,lower_major,0
0.029943,lower_major,0
0.029944,lower_major,0
0.029945,lower_major,0
0.029946,lower_major,0
0.029947,lower_major,0
0.029948,lower_major,0
0.029949,lower_major,0
0.02995,lower_major,0
0.029951,lower_major,0
0.029952,lower_major,0
0.029953,lower_major,0
0.029954,lower_major,0
0.029955,lower_major,0
0.029956,lower_major,0
0.029957,lower_major,0
0.029958,lower_major,0
0.029959,lower_major,0
0.02996,lower_major,0
0.029961,lower_major,0
0.029962,lower_major,0
0.029963,lower_major,0
0.029964,lower_major,0
0.029965,lower_major,0
0.029966,lower_major,0
0.029967,lower_major,0
0.029968,lower_major,0
0.029969,lower_major,0
0.02997,lower_major,0
0.029971,lower_major,0
0.029972,lower_major,0
0.029973,lower_major,0
0.029974,lower_major,0
0.029975,lower_major,0
0.029976,lower_major,0
0.029977,lower_major,0
0.029978,lower_major,0
0.029979,lower_major,0
0.02998,lower_major,0
0.029981,lower_major,0
0.029982,lower_major,0
0.029983,lower_major,0
0.029984,lower_major,0
0.029985,lower_major,0
0.029986,lower_major,0
0.029987,lower_major,0
0.029988,lower_major,0
0.029989,lower_major,0
0.02999,lower_major,0
0.029991,lower_major,0
0.029992,lower_major,0
0.029993,lower_major,0
0.029994,lower_major,0
0.029995,lower_major,0
0.029996,lower_major,0
0.029997,lower_major,0
0.029998,lower_major,0
0.029999,lower_major,0
0.03,upper_major,0
0.030001,upper_major,0
0.030002,upper_major,0
0.030003,upper_major,0
0.030004,upper_major,0
0.030005,upper_major,0
0.030006,upper_major,0
0.030007,upper_major,0
0.030008,upper_major,0
0.030009,upper_major,0
0.03001,upper_major,0
0.030011,upper_major,0
0.030012,upper_major,0
0.030013,upper_major,0
0.030014,upper_major,0
0.030015,upper_major,0
0.030016,upper_major,0
0.030017,upper_major,0
0.030018,upper_major,0
0.030019,upper_major,0
0.03002,upper_major,0
0.030021,upper_major,0
0.030022,upper_major,0
0.030023,upper_major,0
0.030024,upper_major,0
0.030025,upper_major,0
0.030026,upper_major,0
0.030027,upper_major,0
0.030028,upper_major,0
0.030029,upper_major,0
0.03003,upper_major,0
0.030031,upper_major,0
0.030032,upper_major,0
0.030033,upper_major,0
0.030034,upper_major,0
0.030035,upper_major,0
0.030036,upper_major,0
0.030037,upper_major,0
0.030038,upper_major,0
0.030039,upper_major,0
0.03004,upper_major,0
0.030041,upper_major,0
0.030042,upper_major,0
0.030043,upper_major,0
0.030044,upper_major,0
0.030045,upper_major,0
0.030046,upper_major,0
0.030047,upper_major,0
0.030048,upper_major,0
0.030049,upper_major,0
0.03005,upper_major,0
0.030051,upper_major,0
0.030052,upper_major,0
0.030053,upper_major,0
0.030054,upper_major,0
0.030055,upper_major,0
0.030056,upper_major,0
0.030057,upper_major,0
0.030058,upper_major,0
0.030059,upper_major,0
0.03006,upper_major,0
0.030061,upper_major,0
0.030062,upper_major,0
0.030063,upper_major,0
0.030064,upper_major,0
0.030065,upper_major,0
0.030066,upper_major,0
0.030067,upper_major,0
0.030068,upper_major,0
0.030069,upper_major,0
0.03007,upper_major,0
0.030071,upper_major,0
0.030072,upper_major,0
0.030073,upper_major,0
0.030074,upper_major,0
0.030075,upper_major,0
0.030076,upper_major,0
0.030077,upper_major,0
0.030078,upper_major,0
0.030079,upper_major,0
0.03008,upper_major,0
0.030081,upper_major,0
0.030082,upper_major,0
0.030083,upper_major,0
0.030084,upper_major,0
0.030085,upper_major,0
0.030086,upper_major,0
0.030087,upper_major,0
0.030088,upper_major,0
0.030089,upper_major,0
0.03009,upper_major,0
0.030091,upper_major,0
0.030092,upper_major,0
0.030093,upper_major,0
0.030094,upper_major,0
0.030095,upper_major,0
0.030096,upper_major,0
0.030097,upper_major,0
0.030098,upper_major,0
0.030099,upper_major,0
0.0301,upper_major,0
0.030101,upper_major,0
0.030102,upper_major,0
0.030103,upper_major,0
0.030104,upper_major,0
0.030105,upper_major,0
0.030106,upper_major,0
0.030107,upper_major,0
0.030108,upper_major,0
0.030109,upper_major,0
0.03011,upper_major,0
0.030111,upper_major,0
0.030112,upper_major,0
0.030113,upper_major,0
0.030114,upper_major,0
0.030115,upper_major,0
0.030116,upper_major,0
0.030117,upper_major,0
0.030118,upper_major,0
0.030119,upper_major,0
0.03012,upper_major,0
0.030121,upper_major,0
0.030122,upper_major,0
0.030123,upper_major,0
0.030124,upper_major,0
0.030125,upper_major,0
0.030126,upper_major,0
0.030127,upper_major,0
0.030128,upper_major,0
0.030129,upper_major,0
0.03013,upper_major,0
0.030131,upper_major,0
0.030132,upper_major,0
0.030133,upper_major,0
0.030134,upper_major,0
0.030135,upper_major,0
0.030136,upper_major,0
0.030137,upper_major,0
0.030138,upper_major,0
0.030139,upper_major,0
0.03014,upper_major,0
0.030141,upper_major,0
0.030142,upper_major,0
0.030143,upper_major,0
0.030144,upper_major,0
0.030145,upper_major,0
0.030146,upper_major,0
0.030147,upper_major,0
0.030148,upper_major,0
0.030149,upper_major,0
0.03015,upper_major,0
0.030151,upper_major,0
0.030152,upper_major,0
0.030153,upper_major,0
0.030154,upper_major,0
0.030155,upper_major,0
0.030156,upper_major,0
0.030157,upper_major,0
0.030158,upper_major,0
0.030159,upper_major,0
0.03016,upper_major,0
0.030161,upper_major,0
0.030162,upper_major,0
0.030163,upper_major,0
0.030164,upper_major,0
0.030165,upper_major,0
0.030166,upper_major,0
0.030167,upper_major,0
0.030168,upper_major,0
0.030169,upper_major,0
0.03017,upper_major,0
0.030171,upper_major,0
0.030172,upper_major,0
0.030173,upper_major,0
0.030174,upper_major,0
0.030175,upper_major,0
0.030176,upper_major,0
0.030177,upper_major,0
0.030178,upper_major,0
0.030179,upper_major,0
0.03018,upper_major,0
0.030181,upper_major,0
0.030182,upper_major,0
0.030183,upper_major,0
0.030184,upper_major,0
0.030185,upper_major,0
0.030186,upper_major,0
0.030187,upper_major,0
0.030188,upper_major,0
0.030189,upper_major,0
0.03019,upper_major,0
0.030191,upper_major,0
0.030192,upper_major,0
