H_A_per_m,B_T
3.723217460498209164e+01,1.132406805089561042e+00
3.937266439915762106e+01,1.132848509685495442e+00
4.156381910498279098e+01,1.133327912575568641e+00
4.380334463898736885e+01,1.133847964110978435e+00
4.608890480387496069e+01,1.134411872087989659e+00
4.841812370470585591e+01,1.135023130581294115e+00
5.078858819831306448e+01,1.135685552818112454e+00
5.319785037343758916e+01,1.136403308733946016e+00
5.564343005906122386e+01,1.137180967966488376e+00
5.812281735837641605e+01,1.138023549188334593e+00
6.063347520583155159e+01,1.138936576860813288e+00
6.317284194465531044e+01,1.139926146702650245e+00
6.573833392226993055e+01,1.140999001436481919e+00
6.832734810096818023e+01,1.142162618705860666e+00
7.093726468124789619e+01,1.143425313470320059e+00
7.356544973516454888e+01,1.144796357823308686e+00
7.620925784708248329e+01,1.146286121595268659e+00
7.886603475918458628e+01,1.147906237935552687e+00
8.153312001912132700e+01,1.149669799352716293e+00
8.420784962716489019e+01,1.151591590915640451e+00
8.688755868026099449e+01,1.153688369648817602e+00
8.956958401036092710e+01,1.155979199821157710e+00
9.225126681444803012e+01,1.158485857918525097e+00
9.492995527366802833e+01,1.161233325514259063e+00
9.760300715900928026e+01,1.164250393946577811e+00
1.002677924209807401e+02,1.167570409947989774e+00
1.029216957607716978e+02,1.171232200679534818e+00
1.055621191803920453e+02,1.175281234283459320e+00
1.081864845093285652e+02,1.179771088755497077e+00
1.107922359052686261e+02,1.184765331945490940e+00
1.133768423264917118e+02,1.190339948837067174e+00
1.159377999735444575e+02,1.196586519711796859e+00
1.184726346978701486e+02,1.203616444384446149e+00
1.209789043750833741e+02,1.211408789818171128e+00
1.234542012406398044e+02,1.218649912996638385e+00
1.258961541856753854e+02,1.225111753008226501e+00
1.283024310108530415e+02,1.230919001338647067e+00
1.306707406360826553e+02,1.236168254383094744e+00
1.329988352640481821e+02,1.240937212269058287e+00
1.352845124955094320e+02,1.245289064185066019e+00
1.375256173944117108e+02,1.249275705666356373e+00
1.397200445008826080e+02,1.252940137437464241e+00
1.418657397902593118e+02,1.256318275687861474e+00
1.439607025763369279e+02,1.259440344110379861e+00
1.460029873571025973e+02,1.262331943707573734e+00
1.479907056012649491e+02,1.265014890601534159e+00
1.499220274739678018e+02,1.267507882739302705e+00
1.517951835001256882e+02,1.269827024550917560e+00
1.536084661638983562e+02,1.271986259174271883e+00
1.553602314428755449e+02,1.273997696936269186e+00
1.570489002756233390e+02,1.275871910240057527e+00
1.586729599613027517e+02,1.277618155087949514e+00
1.602309654901469003e+02,1.279244561044285744e+00
1.617215408036560973e+02,1.280758289315252707e+00
1.631433799834352101e+02,1.282165660583332478e+00
1.644952483676807731e+02,1.283472275751012415e+00
1.657759835943891744e+02,1.284683089825247482e+00
1.669844965704426727e+02,1.285802509635536328e+00
1.681197723657937217e+02,1.286834440898932286e+00
1.691808710320570697e+02,1.287782361289070421e+00
1.701669283448820806e+02,1.288649358682988577e+00
1.710771564695663187e+02,1.289438174078369359e+00
1.719108445494427428e+02,1.290151236540850288e+00
1.726673592166488902e+02,1.290790693404181289e+00
1.733461450249713209e+02,1.291358434480198047e+00
1.739467248045272072e+02,1.291856118949537890e+00
1.744686999381315786e+02,1.292285186990128842e+00
1.749117505592694783e+02,1.292646878213797201e+00
1.752756356716757296e+02,1.292942247083200158e+00
1.755601931905974880e+02,1.293172173217615351e+00
1.757653399058968375e+02,1.293337365130906580e+00
1.758910713672233044e+02,1.293438374322491313e+00
1.759374616915663410e+02,1.293475598287691319e+00
1.759046632935704793e+02,1.293462876449617438e+00
1.757929065390744654e+02,1.293419494888017329e+00
1.756024993224080788e+02,1.293345463985960953e+00
1.753338265680557129e+02,1.293240747903624310e+00
1.749873496573683269e+02,1.293105265396315540e+00
1.745636057810787065e+02,1.292938890764085968e+00
1.740632072184453136e+02,1.292741454907764709e+00
1.734868405439222556e+02,1.292512746557607617e+00
1.728352657623194091e+02,1.292252513581916507e+00
1.721093153734894372e+02,1.291960464450914170e+00
1.713098933676401430e+02,1.291636269812090676e+00
1.704379741524422514e+02,1.291279564202133967e+00
1.694946014131621155e+02,1.290889947839800378e+00
1.684808869071150070e+02,1.290466988593510722e+00
1.673980091937972361e+02,1.290010224022396512e+00
1.662472123021103414e+02,1.289519163567000248e+00
1.650298043361576106e+02,1.288993290835902972e+00
1.637471560211406540e+02,1.288432066019092881e+00
1.624006991909488420e+02,1.287834928412348034e+00
1.609919252190794907e+02,1.287201299058605919e+00
1.595223833945854039e+02,1.286530583506606318e+00
1.579936792447912524e+02,1.285822174722320410e+00
1.564074728065736792e+02,1.285075456031661512e+00
1.547654768480402936e+02,1.284289804267678470e+00
1.530694550424948090e+02,1.283464593021900191e+00
1.513212200966089256e+02,1.282599195988944007e+00
1.495226318347725964e+02,1.281692990476014593e+00
1.476755952416211812e+02,1.280745361003950977e+00
1.457820584647853934e+02,1.279755703104995535e+00
1.438440107799370651e+02,1.278723427155987302e+00
1.418634805202356119e+02,1.277647962480550348e+00
1.398425329723178834e+02,1.276528761463813888e+00
1.377832682409896279e+02,1.275365303940595219e+00
1.356878190848154873e+02,1.274157101646248069e+00
1.335583487248151187e+02,1.272903702818393157e+00
1.313970486285062975e+02,1.271604697062422851e+00
1.292061362715422774e+02,1.270259720247973512e+00
1.269878528792205117e+02,1.268868459646627533e+00
1.247444611501395144e+02,1.267430659225851297e+00
1.224782429643084214e+02,1.265946125078167617e+00
1.201914970780058525e+02,1.264414725574120046e+00
1.178865368077114510e+02,1.262836676674750080e+00
1.155656877054211691e+02,1.261213393037161623e+00
1.132312852276679678e+02,1.259546434488626021e+00
1.108856724005750607e+02,1.257837142915787076e+00
1.085311974832529955e+02,1.256086739942638086e+00
1.061702116318646603e+02,1.254296387815706959e+00
1.038050665666587236e+02,1.252467231683946691e+00
1.014381122442803189e+02,1.250600430301885169e+00
9.907169453763965805e+01,1.248697179251110123e+00
9.670815292562346599e+01,1.246758729080706285e+00
9.434981819490123200e+01,1.244786400324766618e+00
9.199901015607795784e+01,1.242781595878910794e+00
8.965803537640844922e+01,1.240745811849945701e+00
8.732918493128113369e+01,1.238680646797091889e+00
8.501473217664613458e+01,1.236587810085002070e+00
8.271693054453584182e+01,1.234469129453182878e+00
8.043801136380783134e+01,1.232326557510364573e+00
7.818018170819432555e+01,1.230162177657237343e+00
7.594562227372716734e+01,1.227978209403916887e+00
7.373648528755613540e+01,1.225777012808576538e+00
7.155489245015887434e+01,1.223561092140069473e+00
6.940293291288654132e+01,1.221333098836637543e+00
6.728266129276522634e+01,1.219095833425946740e+00
6.519609572641611805e+01,1.216852247320576286e+00
6.314521596492907207e+01,1.214605441987642420e+00
6.113196151146505741e+01,1.212358668996548428e+00
5.915822980332701064e+01,1.210115327512746752e+00
5.722587444018756031e+01,1.207878961200977042e+00
5.533670346010389807e+01,1.205653253716832740e+00
5.349247766491487965e+01,1.203442022870694128e+00
5.169490899654506677e+01,1.201249213475074296e+00
4.994565896570176022e+01,1.199078888533856802e+00
4.824633713438182525e+01,1.196935218939147338e+00
4.659849965356114865e+01,1.194822472000818259e+00
4.500364785736917383e+01,1.192744998010730306e+00
4.346322691500408553e+01,1.190707215597126556e+00
4.197862454157187528e+01,1.188713595385890054e+00
4.055116976898203518e+01,1.186768642213025915e+00
3.918213177796359048e+01,1.184876876253434075e+00
3.787271879220237736e+01,1.183042812533202426e+00
3.662407703554261218e+01,1.181270939471312120e+00
3.543728975312119189e+01,1.179565696316112966e+00
3.431337629724863802e+01,1.177931450094642063e+00
3.325329127877411395e+01,1.176372471510540363e+00
3.225792378461477483e+01,1.174892910066300145e+00
3.132809666205392318e+01,1.173496769582608179e+00
3.046456587035308416e+01,1.172187885428784826e+00
2.966801990014721468e+01,1.170969896804882948e+00
2.893907926103167938e+01,1.169846227059653687e+00
2.827829603767401068e+01,1.168820057243986632e+00
2.768615351472131181e+01,1.167894308162589434e+00
2.716306587069961154e+01,1.167071616124474742e+00
2.670937794103824103e+01,1.166354318240759191e+00
2.632536505027813689e+01,1.165744434047486289e+00
2.601123291345969335e+01,1.165243650137633091e+00
2.576711760661304140e+01,1.164853309404025428e+00
2.559308560620763728e+01,1.164574401447649121e+00
2.548913389735045598e+01,1.164407554819005597e+00
2.545519015045297806e+01,1.164353033007865967e+00
2.549111296602183074e+01,1.164356483814978471e+00
2.559669218716027217e+01,1.164366650802038050e+00
2.577164927930218141e+01,1.164383580557311726e+00
2.601563777663518806e+01,1.164407361264770735e+00
2.632824379460424780e+01,1.164438122610411019e+00
2.670898660782381739e+01,1.164476035797519682e+00
2.715731929266361533e+01,1.164521313713795747e+00
2.767262943371000006e+01,1.164574211180463781e+00
2.825423989324575302e+01,1.164635025323465634e+00
2.890140964282790037e+01,1.164704096173181602e+00
2.961333465598778503e+01,1.164781807267038616e+00
3.038914886101538571e+01,1.164868586580268817e+00
3.122792515273759761e+01,1.164964907499240310e+00
3.212867646213965855e+01,1.165071290044041419e+00
3.309035688262968478e+01,1.165188302335377513e+00
3.411186285168814436e+01,1.165316562228085218e+00
3.519203438659754823e+01,1.165456739226605754e+00
3.632965637289190397e+01,1.165609556681959758e+00
3.752345990412290888e+01,1.165775794287913225e+00
3.877212367148648298e+01,1.165956290906522419e+00
4.007427540181159031e+01,1.166151947762478214e+00
4.142849334236987602e+01,1.166363732035664347e+00
4.283330779091523510e+01,1.166592680894336542e+00
4.428720266933371619e+01,1.166839906007630212e+00
4.578861713923154753e+01,1.167106598580199162e+00
4.733594725776370638e+01,1.167394035020696608e+00
4.892754767195975774e+01,1.167703583241841869e+00
5.056173334977948741e+01,1.168036709580305033e+00
5.223678134609035340e+01,1.168394986637375954e+00
5.395093260173371164e+01,1.168780102046673708e+00
5.570239377382012691e+01,1.169193867884389171e+00
5.748933909535978160e+01,1.169638231745329104e+00
5.930991226232168856e+01,1.170115288326004199e+00
6.116222834617990856e+01,1.170627293139975489e+00
6.304437572999763262e+01,1.171176676902341285e+00
6.495441806606879709e+01,1.171766062599481462e+00
6.689039625313336046e+01,1.172398283395397867e+00
6.885033043115485896e+01,1.173076403735155981e+00
7.083222199164984545e+01,1.173803742248757276e+00
7.283405560153504155e+01,1.174583897338236094e+00
7.485380123846329070e+01,1.175420776761499697e+00
7.688941623559922789e+01,1.176318629803749127e+00
7.893884733379566399e+01,1.177282083753236508e+00
8.100003273911485735e+01,1.178316185812591899e+00
8.307090418365325490e+01,1.179426449567984481e+00
8.514938898761694475e+01,1.180618907436572718e+00
8.723341212060735472e+01,1.181900170784286441e+00
8.932089826008349576e+01,1.183277498647987702e+00
9.140977384496261493e+01,1.184758874711191456e+00
9.349796912235177615e+01,1.186353095547213687e+00
9.558342018539191542e+01,1.188069872619710754e+00
9.766407100022985333e+01,1.189919949651948361e+00
9.973787542013251084e+01,1.191915235702593279e+00
1.018027991847903877e+02,1.194068959373222993e+00
1.038568219028639277e+02,1.196395850652646420e+00
1.058979390158557692e+02,1.198912350723265297e+00
1.079241637414153274e+02,1.201636852877646433e+00
1.099335289941989515e+02,1.204589989735707967e+00
1.119240892824488469e+02,1.207794978387630058e+00
1.138939225784682066e+02,1.211278011448399639e+00
1.158411321612145741e+02,1.215068735128278066e+00
1.177638484292514107e+02,1.219200840521109885e+00
1.196602306823457269e+02,1.223725647464250832e+00
1.215284688700207596e+02,1.228347877507486530e+00
1.233667853054235763e+02,1.232580557011157874e+00
1.251734363428921597e+02,1.236449204041394800e+00
1.269467140176599855e+02,1.239997819469005558e+00
1.286849476461641757e+02,1.243263138104733434e+00
1.303865053854788698e+02,1.246276048683573778e+00
1.320497957504287854e+02,1.249062698459650900e+00
1.336732690869893077e+02,1.251645370368054122e+00
1.352554190006276542e+02,1.254043141073987622e+00
1.367947837382795910e+02,1.256272443578799081e+00
1.382899475227161474e+02,1.258347495177916331e+00
1.397395418380947945e+02,1.260280646767711454e+00
1.411422466655484982e+02,1.262082673931145482e+00
1.424967916677132678e+02,1.263763011007758230e+00
1.438019573211524289e+02,1.265329945755664820e+00
1.450565759956850229e+02,1.266790779709017212e+00
1.462595329796845931e+02,1.268151962770223129e+00
1.474097674504706390e+02,1.269419205817717611e+00
1.485062733889667186e+02,1.270597574693270948e+00
1.495481004378637522e+02,1.271691572918838942e+00
1.505343547025764792e+02,1.272705206155876567e+00
1.514641994943486338e+02,1.273642042707352262e+00
1.523368560149112625e+02,1.274505262941818540e+00
1.531516039821676429e+02,1.275297699819802899e+00
1.539077821964295651e+02,1.276021875917694004e+00
1.546047890467964407e+02,1.276680035580387784e+00
1.552420829573233050e+02,1.277274170989586510e+00
1.558191827726891461e+02,1.277806044209826242e+00
1.563356680831335268e+02,1.278277208934663012e+00
1.567911794884932135e+02,1.278689026305375398e+00
1.571854188012285078e+02,1.279042678671080457e+00
1.575181491883923854e+02,1.279339183689456094e+00
1.577891952525534975e+02,1.279579402919883702e+00
1.579984430517457099e+02,1.279764051814097359e+00
1.581458400585777611e+02,1.279893705138558824e+00
1.582313950586942894e+02,1.279968804122638915e+00
1.582551779888409840e+02,1.279989660073575397e+00
1.582173197148450186e+02,1.279973006159597526e+00
1.581180117498801110e+02,1.279929289477998333e+00
1.579575059134446633e+02,1.279858537851032318e+00
1.577361139315381706e+02,1.279760754852069082e+00
1.574542069785782132e+02,1.279635920370375990e+00
1.571122151616576161e+02,1.279483991278515642e+00
1.567106269477945375e+02,1.279304902208042050e+00
1.562499885348865405e+02,1.279098566391958736e+00
1.557309031671292985e+02,1.278864876640768644e+00
1.551540303957181663e+02,1.278603706409662699e+00
1.545200852856987126e+02,1.278314910912796032e+00
1.538298375698871325e+02,1.277998328423292307e+00
1.530841107508279606e+02,1.277653781565963209e+00
1.522837811518093076e+02,1.277281078777480872e+00
1.514297769179993338e+02,1.276880015822375425e+00
1.505230769688193107e+02,1.276450377390774937e+00
1.495647099027086711e+02,1.275991938806114723e+00
1.485557528554871851e+02,1.275504467820683940e+00
1.474973303135569722e+02,1.274987726491784157e+00
1.463906128832329046e+02,1.274441473117055024e+00
1.452368160175285539e+02,1.273865464289041460e+00
1.440371987017610991e+02,1.273259457030183839e+00
1.427930620993819275e+02,1.272623210989915599e+00
1.415057481594681121e+02,1.271956490752394808e+00
1.401766381873517275e+02,1.271259068172530649e+00
1.388071513798889498e+02,1.270530724866719030e+00
1.373987433269109033e+02,1.269771254711721031e+00
1.359529044804183116e+02,1.268980466451314459e+00
1.344711585931181048e+02,1.268158186368287810e+00
1.329550611279237273e+02,1.267304261082019989e+00
1.314061976400601850e+02,1.266418560315899500e+00
1.298261821334493789e+02,1.265500979805440629e+00
1.282166553930597956e+02,1.264551444263244617e+00
1.265792832949352231e+02,1.263569910424883647e+00
1.249157550956254283e+02,1.262556370079893853e+00
1.232277817027670181e+02,1.261510853251943232e+00
1.215170939285670926e+02,1.260433431377267377e+00
1.197854407279659057e+02,1.259324215503189848e+00
1.180345874232534271e+02,1.258183587928317415e+00
1.162663139169359283e+02,1.257012454078449526e+00
1.144824128946439004e+02,1.255811769141210288e+00
1.126846880198895917e+02,1.254582439345137912e+00
1.108749521224744825e+02,1.253325351076058691e+00
1.090550253823604692e+02,1.252041388571190517e+00
1.072267335108066533e+02,1.250731447554644493e+00
1.053919059305827091e+02,1.249396445887528406e+00
1.035523739570591744e+02,1.248037332320368176e+00
1.017099689819697375e+02,1.246655093490825816e+00
9.986652066164049302e+01,1.245250760111675126e+00
9.802385511146090380e+01,1.243825412061889679e+00
9.618379310837327978e+01,1.242380182906336117e+00
9.434814830313239042e+01,1.240916263730632352e+00
9.251872544408566057e+01,1.239434906726661456e+00
9.069731861419569441e+01,1.237937428054595168e+00
8.888570948302252361e+01,1.236425210482074988e+00
8.708566557534999220e+01,1.234899705645256418e+00
8.529893855813519110e+01,1.233362435751320874e+00
8.352726254742380263e+01,1.231814995178620364e+00
8.177235243685714750e+01,1.230259051435107720e+00
8.003590224937414632e+01,1.228696345864250361e+00
7.831958351367475757e+01,1.227128693747864485e+00
7.662504366699542402e+01,1.225557984349991969e+00
7.495390448570418584e+01,1.223986179936440211e+00
7.330776054520471519e+01,1.222415314765255889e+00
7.168817771059346455e+01,1.220847493460547772e+00
7.009669165949176772e+01,1.219284888610394413e+00
6.853480643842803488e+01,1.217729738122093064e+00
6.700399305411995954e+01,1.216184341917426082e+00
6.550568810095708727e+01,1.214651057939618806e+00
6.404129242595681148e+01,1.213132297528993320e+00
6.261216983241521916e+01,1.211630520527338328e+00
6.121964582344269701e+01,1.210148229317018709e+00
5.986500638652581330e+01,1.208687962687472250e+00
5.854949682021359081e+01,1.207252288485715308e+00
5.727432060398751901e+01,1.205843796588864203e+00
5.604063831232038950e+01,1.204465090580902453e+00
5.484956657389268031e+01,1.203118778976819625e+00
5.370217707687823605e+01,1.201807466192292839e+00
5.259949562117290611e+01,1.200533743076563020e+00
5.154250121838153831e+01,1.199300176846972876e+00
5.053212524033896358e+01,1.198109300770767049e+00
4.956925061688154699e+01,1.196963603508567120e+00
4.865471108354272900e+01,1.195865518214124679e+00
4.778929047979192291e+01,1.194817411691604825e+00
4.697372209838162149e+01,1.193821573700545757e+00
4.620868808632272362e+01,1.192880205442534258e+00
4.549481889794791556e+01,1.191995409000996764e+00
4.483269280047705507e+01,1.191169177131392143e+00
4.422283543243946013e+01,1.190403382274782595e+00
4.366571941526068912e+01,1.189699767550725040e+00
4.316176401826241005e+01,1.189059936772248527e+00
4.271133487727576750e+01,1.188485346339734461e+00
4.231474376701023488e+01,1.187977296815707851e+00
4.197224842727099769e+01,1.187536925973773139e+00
4.168405244306006807e+01,1.187165202468208669e+00
4.145030517854687702e+01,1.186862920376834163e+00
4.127110176483787995e+01,1.186630694650512741e+00
4.114648314142301899e+01,1.186468958046178912e+00
4.107643615112441893e+01,1.186377958593729298e+00
4.106089368831879938e+01,1.186357758398024709e+00
4.109973490015477893e+01,1.186362384284748606e+00
4.119278544043268653e+01,1.186373490310570267e+00
4.133981777576484262e+01,1.186391108368384240e+00
4.154055154358235313e+01,1.186415298213404190e+00
4.179465396150477829e+01,1.186446147389082828e+00
4.210174028753969111e+01,1.186483771213840299e+00
4.246137433052915355e+01,1.186528312853234679e+00
4.287306901021354832e+01,1.186579943483776267e+00
4.333628696623360810e+01,1.186638862441635967e+00
4.385044121534737371e+01,1.186705297518984237e+00
4.441489585608979240e+01,1.186779505385214373e+00
4.502896682006052487e+01,1.186861771896506657e+00
4.569192266898027555e+01,1.186952412784901156e+00
4.640298543661162256e+01,1.187051774099916690e+00
4.716133151460132922e+01,1.187160233081367311e+00
4.796609258125576503e+01,1.187278198867279144e+00
4.881635657222590652e+01,1.187406113427227794e+00
4.971116869203451216e+01,1.187544452681590368e+00
5.064953246534522435e+01,1.187693727586357939e+00
5.163041082683190552e+01,1.187854485438150087e+00
5.265272724847611840e+01,1.188027311331754765e+00
5.371536690308213480e+01,1.188212829759674349e+00
5.481717786276860949e+01,1.188411706343333263e+00
5.595697233116523961e+01,1.188624649752361373e+00
5.713352790800859538e+01,1.188852413811775310e+00
5.834558888480867012e+01,1.189095799802909692e+00
5.959186757022298053e+01,1.189355658972188312e+00
6.087104564375712812e+01,1.189632895261909296e+00
6.218177553637755040e+01,1.189928468277550166e+00
6.352268183660803658e+01,1.190243396505311857e+00
6.489236272065082289e+01,1.190578760795733881e+00
6.628939140506233230e+01,1.190935708153301409e+00
6.771231762048522285e+01,1.191315455840860960e+00
6.915966910493155240e+01,1.191719295768379538e+00
7.062995311508575469e+01,1.192148599219659655e+00
7.212165795409234192e+01,1.192604821923355818e+00
7.363325451427292023e+01,1.193089509637441648e+00
7.516319783320798820e+01,1.193604304166195229e+00
7.670992866161638801e+01,1.194150949499138470e+00
7.827187504144464469e+01,1.194731298502723638e+00
7.984745389258654313e+01,1.195347320599076557e+00
8.143507260663581349e+01,1.196001109373050708e+00
8.303313064608332184e+01,1.196694890404621514e+00
8.464002114735797022e+01,1.197431030710032651e+00
8.625413252612121084e+01,1.198212048087616832e+00
8.787385008321717805e+01,1.199040620137914681e+00
8.949755760969026142e+01,1.199919595879612499e+00
9.112363898928620642e+01,1.200852006465676469e+00
9.275047979685363941e+01,1.201841075562693817e+00
9.437646889108073367e+01,1.202890233455006008e+00
9.599999999999975842e+01,1.204003128230964892e+00
