H_upper,B_upper,H_lower,B_lower,H_init,B_init
-160.8,-0.808122859319,-160.8,-1.40070082036,-160.8,-1.10441183984
-159.6,-0.796180458772,-159.6,-1.39995024638,-159.6,-1.09806535258
-158.4,-0.783872520698,-158.4,-1.39919402618,-158.4,-1.09153327344
-157.2,-0.771181999305,-157.2,-1.39843209568,-157.2,-1.08480704749
-156,-0.758090772224,-156,-1.39766438981,-156,-1.07787758102
-154.8,-0.744579554155,-154.8,-1.39689084254,-154.8,-1.07073519835
-153.6,-0.730627802061,-153.6,-1.3961113868,-153.6,-1.06336959443
-152.4,-0.716213610936,-152.4,-1.39532595451,-152.4,-1.05576978272
-151.2,-0.701313599029,-151.2,-1.39453447653,-151.2,-1.04792403778
-150,-0.685902781274,-150,-1.39373688266,-150,-1.03981983196
-148.8,-0.669954429455,-148.8,-1.39293310158,-148.8,-1.03144376552
-147.6,-0.6534399175,-147.6,-1.3921230609,-147.6,-1.0227814892
-146.4,-0.636328549979,-146.4,-1.39130668707,-146.4,-1.01381761852
-145.2,-0.618587371677,-145.2,-1.39048390538,-145.2,-1.00453563853
-144,-0.600180955737,-144,-1.38965463995,-144,-0.994917797842
-142.8,-0.581071167518,-142.8,-1.38881881369,-142.8,-0.984944990604
-141.6,-0.561216900847,-141.6,-1.3879763483,-141.6,-0.974596624571
-140.4,-0.540573782837,-140.4,-1.3871271642,-140.4,-0.963850473519
-139.2,-0.519093842798,-139.2,-1.38627118056,-139.2,-0.952682511681
-138,-0.496725140052,-138,-1.38540831524,-138,-0.941066727648
-136.8,-0.47341134457,-136.8,-1.38453848477,-136.8,-0.92897491467
-135.6,-0.449091263295,-135.6,-1.38366160432,-135.6,-0.916376433805
-134.4,-0.423698303786,-134.4,-1.38277758767,-134.4,-0.903237945729
-133.2,-0.39715986526,-133.2,-1.38188634722,-133.2,-0.889523106241
-132,-0.369396645323,-132,-1.3809877939,-132,-0.875192219612
-130.8,-0.340321848443,-130.8,-1.38008183718,-130.8,-0.860201842811
-129.6,-0.309840279518,-129.6,-1.37916838503,-129.6,-0.844504332272
-128.4,-0.277847302612,-128.4,-1.37824734388,-128.4,-0.828047323244
-127.2,-0.244227640844,-127.2,-1.37731861861,-127.2,-0.810773129726
-126,-0.208853988444,-126,-1.37638211249,-126,-0.792618050469
-124.8,-0.171585399734,-124.8,-1.37543772718,-124.8,-0.773511563458
-123.6,-0.132265412084,-123.6,-1.37448536265,-123.6,-0.753375387369
-122.4,-0.0907198501122,-122.4,-1.37352491719,-122.4,-0.732122383652
-121.2,-0.0467542461594,-121.2,-1.37255628734,-121.2,-0.709655266751
-120,-0.000150796447372,-120,-1.37157936788,-120,-0.685865082162
-118.8,0.0464526532647,-118.8,-1.37059405175,-118.8,-0.662070699245
-117.6,0.0904182572174,-117.6,-1.36960023009,-117.6,-0.639590986434
-116.4,0.131963819189,-116.4,-1.36859779209,-116.4,-0.618316986451
-115.2,0.171283806839,-115.2,-1.36758662505,-115.2,-0.598151409108
-114,0.208552395549,-114,-1.36656661429,-114,-0.57900710937
-112.8,0.24392604795,-112.8,-1.36553764309,-112.8,-0.56080579757
-111.6,0.277545709717,-111.6,-1.36449959268,-111.6,-0.543476941484
-110.4,0.309538686623,-110.4,-1.3634523422,-110.4,-0.526956827788
-109.2,0.340020255548,-109.2,-1.3623957686,-109.2,-0.511187756526
-108,0.369095052428,-108,-1.36132974665,-108,-0.496117347113
-106.8,0.396858272365,-106.8,-1.36025414887,-106.8,-0.481697938252
-105.6,0.423396710891,-105.6,-1.35916884545,-105.6,-0.46788606728
-104.4,0.4487896704,-104.4,-1.35807370426,-104.4,-0.454642016928
-103.2,0.473109751675,-103.2,-1.35696859072,-103.2,-0.441929419522
-102,0.496423547158,-102,-1.35585336782,-102,-0.429714910331
-100.8,0.518792249903,-100.8,-1.35472789601,-100.8,-0.417967823053
-99.6,0.540272189942,-99.6,-1.35359203316,-99.6,-0.40665992161
-98.4,0.560915307952,-98.4,-1.35244563451,-98.4,-0.395765163279
-97.2,0.580769574623,-97.2,-1.35128855259,-97.2,-0.385259488982
-96,0.599879362842,-96,-1.35012063716,-96,-0.375120637158
-94.8,0.618285778782,-94.8,-1.34894173516,-94.8,-0.365327978188
-93.6,0.636026957084,-93.6,-1.34775169063,-93.6,-0.355862366773
-92.4,0.653138324605,-92.4,-1.34655034464,-92.4,-0.346706010019
-91.2,0.66965283656,-91.2,-1.34533753524,-91.2,-0.337842349338
-90,0.685601188379,-90,-1.34411309734,-90,-0.329255954478
-88.8,0.701012006135,-88.8,-1.34287686268,-88.8,-0.320932428274
-87.6,0.715912018041,-87.6,-1.34162865976,-87.6,-0.312858320859
-86.4,0.730326209167,-86.4,-1.3403683137,-86.4,-0.305021052268
-85.2,0.74427796126,-85.2,-1.33909564623,-85.2,-0.297408842484
-84,0.757789179329,-84,-1.33781047555,-84,-0.290010648109
-82.8,0.77088040641,-82.8,-1.33651261627,-82.8,-0.28281610493
-81.6,0.783570927804,-81.6,-1.33520187933,-81.6,-0.275815475765
-80.4,0.795878865878,-80.4,-1.33387807189,-80.4,-0.268999603006
-79.2,0.807821266424,-79.2,-1.33254099723,-79.2,-0.262359865402
-78,0.819414177431,-78,-1.33119045467,-78,-0.255888138617
-76.8,0.830672721043,-76.8,-1.32982623946,-76.8,-0.249576759207
-75.6,0.841611159376,-75.6,-1.32844814268,-75.6,-0.243418491652
-74.4,0.852242954801,-74.4,-1.32705595114,-74.4,-0.237406498167
-73.2,0.862580825227,-73.2,-1.32564944724,-73.2,-0.231534311006
-72,0.872636794859,-72,-1.3242284089,-72,-0.225795807022
-70.8,0.882422240858,-70.8,-1.32279260942,-70.8,-0.22018518428
-69.6,0.891947936291,-69.6,-1.32134181734,-69.6,-0.214696940525
-68.4,0.901224089693,-68.4,-1.31987579636,-68.4,-0.209325853332
-67.2,0.910260381576,-67.2,-1.31839430517,-67.2,-0.204066961795
-66,0.919065998124,-66,-1.31689709734,-66,-0.198915549607
-64.8,0.927649662355,-64.8,-1.31538392118,-64.8,-0.193867129415
-63.6,0.936019662945,-63.6,-1.31385451961,-63.6,-0.188917428334
-62.4,0.944183880929,-62.4,-1.31230862998,-62.4,-0.184062374525
-61.2,0.95214981446,-61.2,-1.31074598395,-61.2,-0.179298084743
-60,0.959924601776,-60,-1.30916630731,-60,-0.174620852769
-58.8,0.967515042547,-58.8,-1.30756931988,-58.8,-0.170027138664
-57.6,0.974927617705,-57.6,-1.30595473524,-57.6,-0.165513558765
-56.4,0.982168507909,-56.4,-1.30432226065,-56.4,-0.161076876371
-55.2,0.989243610733,-55.2,-1.30267159685,-55.2,-0.156713993058
-54,0.996158556693,-54,-1.30100243784,-54,-0.152421940574
-52.8,1.00291872419,-52.8,-1.29931447074,-52.8,-0.148197873274
-51.6,1.00952925347,-51.6,-1.29760737555,-51.6,-0.144039061043
-50.4,1.01599505965,-50.4,-1.295880825,-50.4,-0.139942882675
-49.2,1.02232084494,-49.2,-1.29413448429,-49.2,-0.135906819675
-48,1.02851110999,-48,-1.29236801089,-48,-0.131928450447
-46.8,1.03457016465,-46.8,-1.29058105433,-46.8,-0.128005444839
-45.6,1.04050213791,-45.6,-1.28877325596,-45.6,-0.124135559024
-44.4,1.04631098732,-44.4,-1.2869442487,-44.4,-0.120316630688
-43.2,1.0520005078,-43.2,-1.2850936568,-43.2,-0.1165465745
-42,1.05757433989,-42,-1.28322109559,-42,-0.11282337785
-40.8,1.06303597753,-40.8,-1.28132617119,-40.8,-0.10914509683
-39.6,1.06838877538,-39.6,-1.27940848026,-39.6,-0.105509852442
-38.4,1.07363595566,-38.4,-1.2774676097,-38.4,-0.101915827019
-37.2,1.07878061466,-37.2,-1.27550313635,-37.2,-0.0983612608431
-36,1.08382572881,-36,-1.27351462669,-36,-0.0948444489408
-34.8,1.0887741604,-34.8,-1.27150163651,-34.8,-0.0913637380549
-33.6,1.09362866307,-33.6,-1.26946371061,-33.6,-0.0879175237689
-32.4,1.09839188684,-32.4,-1.2674003824,-32.4,-0.0845042477802
-31.2,1.10306638299,-31.2,-1.2653111736,-31.2,-0.0811223953089
-30,1.10765460858,-30,-1.26319559385,-30,-0.0777704926341
-28.8,1.1121589308,-28.8,-1.2610531403,-28.8,-0.074447104748
-27.6,1.11658163102,-27.6,-1.25888329726,-27.6,-0.0711508331194
-26.4,1.12092490861,-26.4,-1.25668553573,-26.4,-0.0678803135598
-25.2,1.12519088467,-25.2,-1.25445931304,-25.2,-0.0646342141837
-24,1.12938160542,-24,-1.25220407233,-24,-0.0614112334583
-22.8,1.13349904547,-22.8,-1.24991924213,-22.8,-0.0582100983333
-21.6,1.13754511097,-21.6,-1.24760423587,-21.6,-0.0550295624484
-20.4,1.14152164254,-20.4,-1.24525845136,-20.4,-0.0518684044098
-19.2,1.14543041802,-19.2,-1.24288127029,-19.2,-0.0487254261329
-18,1.14927315518,-18,-1.24047205767,-18,-0.0455994512443
-16.8,1.1530515142,-16.8,-1.23803016128,-16.8,-0.0424893235403
-15.6,1.15676710006,-15.6,-1.23555491106,-15.6,-0.0393939054961
-14.4,1.16042146487,-14.4,-1.23304561851,-14.4,-0.0363120768218
-13.2,1.16401610994,-13.2,-1.23050157606,-13.2,-0.0332427330617
-12,1.16755248792,-12,-1.22792205639,-12,-0.030184784233
-10.8,1.17103200473,-10.8,-1.22530631173,-10.8,-0.0271371534999
-9.6,1.17445602139,-9.6,-1.22265357315,-9.6,-0.0240987758796
-8.4,1.17782585586,-8.4,-1.21996304981,-8.4,-0.0210685969774
-7.2,1.18114278467,-7.2,-1.21723392817,-7.2,-0.0180455717479
-6,1.18440804459,-6,-1.21446537115,-6,-0.0150286632772
-4.8,1.18762283412,-4.8,-1.21165651729,-4.8,-0.0120168415867
-3.6,1.19078831498,-3.6,-1.20880647988,-3.6,-0.00900908245119
-2.4,1.19390561351,-2.4,-1.20591434598,-2.4,-0.00600436623277
-1.2,1.19697582201,-1.2,-1.20297917546,-1.2,-0.00300167672397
0,1.2,0,-1.2,0,0
1.2,1.20297917546,1.2,-1.19697582201,1.2,0.00300167672397
2.4,1.20591434598,2.4,-1.19390561351,2.4,0.00600436623277
3.6,1.20880647988,3.6,-1.19078831498,3.6,0.00900908245119
4.8,1.21165651729,4.8,-1.18762283412,4.8,0.0120168415867
6,1.21446537115,6,-1.18440804459,6,0.0150286632772
7.2,1.21723392817,7.2,-1.18114278467,7.2,0.0180455717479
8.4,1.21996304981,8.4,-1.17782585586,8.4,0.0210685969774
9.6,1.22265357315,9.6,-1.17445602139,9.6,0.0240987758796
10.8,1.22530631173,10.8,-1.17103200473,10.8,0.0271371534999
12,1.22792205639,12,-1.16755248792,12,0.030184784233
13.2,1.23050157606,13.2,-1.16401610994,13.2,0.0332427330617
14.4,1.23304561851,14.4,-1.16042146487,14.4,0.0363120768218
15.6,1.23555491106,15.6,-1.15676710006,15.6,0.0393939054961
16.8,1.23803016128,16.8,-1.1530515142,16.8,0.0424893235403
18,1.24047205767,18,-1.14927315518,18,0.0455994512443
19.2,1.24288127029,19.2,-1.14543041802,19.2,0.0487254261329
20.4,1.24525845136,20.4,-1.14152164254,20.4,0.0518684044098
21.6,1.24760423587,21.6,-1.13754511097,21.6,0.0550295624484
22.8,1.24991924213,22.8,-1.13349904547,22.8,0.0582100983333
24,1.25220407233,24,-1.12938160542,24,0.0614112334583
25.2,1.25445931304,25.2,-1.12519088467,25.2,0.0646342141837
26.4,1.25668553573,26.4,-1.12092490861,26.4,0.0678803135598
27.6,1.25888329726,27.6,-1.11658163102,27.6,0.0711508331194
28.8,1.2610531403,28.8,-1.1121589308,28.8,0.074447104748
30,1.26319559385,30,-1.10765460858,30,0.0777704926341
31.2,1.2653111736,31.2,-1.10306638299,31.2,0.0811223953089
32.4,1.2674003824,32.4,-1.09839188684,32.4,0.0845042477802
33.6,1.26946371061,33.6,-1.09362866307,33.6,0.0879175237689
34.8,1.27150163651,34.8,-1.0887741604,34.8,0.0913637380549
36,1.27351462669,36,-1.08382572881,36,0.0948444489408
37.2,1.27550313635,37.2,-1.07878061466,37.2,0.0983612608431
38.4,1.2774676097,38.4,-1.07363595566,38.4,0.101915827019
39.6,1.27940848026,39.6,-1.06838877538,39.6,0.105509852442
40.8,1.28132617119,40.8,-1.06303597753,40.8,0.10914509683
42,1.28322109559,42,-1.05757433989,42,0.11282337785
43.2,1.2850936568,43.2,-1.0520005078,43.2,0.1165465745
44.4,1.2869442487,44.4,-1.04631098732,44.4,0.120316630688
45.6,1.28877325596,45.6,-1.04050213791,45.6,0.124135559024
46.8,1.29058105433,46.8,-1.03457016465,46.8,0.128005444839
48,1.29236801089,48,-1.02851110999,48,0.131928450447
49.2,1.29413448429,49.2,-1.02232084494,49.2,0.135906819675
50.4,1.295880825,50.4,-1.01599505965,50.4,0.139942882675
51.6,1.29760737555,51.6,-1.00952925347,51.6,0.144039061043
52.8,1.29931447074,52.8,-1.00291872419,52.8,0.148197873274
54,1.30100243784,54,-0.996158556693,54,0.152421940574
55.2,1.30267159685,55.2,-0.989243610733,55.2,0.156713993058
56.4,1.30432226065,56.4,-0.982168507909,56.4,0.161076876371
57.6,1.30595473524,57.6,-0.974927617705,57.6,0.165513558765
58.8,1.30756931988,58.8,-0.967515042547,58.8,0.170027138664
60,1.30916630731,60,-0.959924601776,60,0.174620852769
61.2,1.31074598395,61.2,-0.95214981446,61.2,0.179298084743
62.4,1.31230862998,62.4,-0.944183880929,62.4,0.184062374525
63.6,1.31385451961,63.6,-0.936019662945,63.6,0.188917428334
64.8,1.31538392118,64.8,-0.927649662355,64.8,0.193867129415
66,1.31689709734,66,-0.919065998124,66,0.198915549607
67.2,1.31839430517,67.2,-0.910260381576,67.2,0.204066961795
68.4,1.31987579636,68.4,-0.901224089693,68.4,0.209325853332
69.6,1.32134181734,69.6,-0.891947936291,69.6,0.214696940525
70.8,1.32279260942,70.8,-0.882422240858,70.8,0.22018518428
72,1.3242284089,72,-0.872636794859,72,0.225795807022
73.2,1.32564944724,73.2,-0.862580825227,73.2,0.231534311006
74.4,1.32705595114,74.4,-0.852242954801,74.4,0.237406498167
75.6,1.32844814268,75.6,-0.841611159376,75.6,0.243418491652
76.8,1.32982623946,76.8,-0.830672721043,76.8,0.249576759207
78,1.33119045467,78,-0.819414177431,78,0.255888138617
79.2,1.33254099723,79.2,-0.807821266424,79.2,0.262359865402
80.4,1.33387807189,80.4,-0.795878865878,80.4,0.268999603006
81.6,1.33520187933,81.6,-0.783570927804,81.6,0.275815475765
82.8,1.33651261627,82.8,-0.77088040641,82.8,0.28281610493
84,1.33781047555,84,-0.757789179329,84,0.290010648109
85.2,1.33909564623,85.2,-0.74427796126,85.2,0.297408842484
86.4,1.3403683137,86.4,-0.730326209167,86.4,0.305021052268
87.6,1.34162865976,87.6,-0.715912018041,87.6,0.312858320859
88.8,1.34287686268,88.8,-0.701012006135,88.8,0.320932428274
90,1.34411309734,90,-0.685601188379,90,0.329255954478
91.2,1.34533753524,91.2,-0.66965283656,91.2,0.337842349338
92.4,1.34655034464,92.4,-0.653138324605,92.4,0.346706010019
93.6,1.34775169063,93.6,-0.636026957084,93.6,0.355862366773
94.8,1.34894173516,94.8,-0.618285778782,94.8,0.365327978188
96,1.35012063716,96,-0.599879362842,96,0.375120637158
97.2,1.35128855259,97.2,-0.580769574623,97.2,0.385259488982
98.4,1.35244563451,98.4,-0.560915307952,98.4,0.395765163279
99.6,1.35359203316,99.6,-0.540272189942,99.6,0.40665992161
100.8,1.35472789601,100.8,-0.518792249903,100.8,0.417967823053
102,1.35585336782,102,-0.496423547158,102,0.429714910331
103.2,1.35696859072,103.2,-0.473109751675,103.2,0.441929419522
104.4,1.35807370426,104.4,-0.4487896704,104.4,0.454642016928
105.6,1.35916884545,105.6,-0.423396710891,105.6,0.46788606728
106.8,1.36025414887,106.8,-0.396858272365,106.8,0.481697938252
108,1.36132974665,108,-0.369095052428,108,0.496117347113
109.2,1.3623957686,109.2,-0.340020255548,109.2,0.511187756526
110.4,1.3634523422,110.4,-0.309538686623,110.4,0.526956827788
111.6,1.36449959268,111.6,-0.277545709717,111.6,0.543476941484
112.8,1.36553764309,112.8,-0.24392604795,112.8,0.56080579757
114,1.36656661429,114,-0.208552395549,114,0.57900710937
115.2,1.36758662505,115.2,-0.171283806839,115.2,0.598151409108
116.4,1.36859779209,116.4,-0.131963819189,116.4,0.618316986451
117.6,1.36960023009,117.6,-0.0904182572174,117.6,0.639590986434
118.8,1.37059405175,118.8,-0.0464526532647,118.8,0.662070699245
120,1.37157936788,120,0.000150796447372,120,0.685865082162
121.2,1.37255628734,121.2,0.0467542461594,121.2,0.709655266751
122.4,1.37352491719,122.4,0.0907198501122,122.4,0.732122383652
123.6,1.37448536265,123.6,0.132265412084,123.6,0.753375387369
124.8,1.37543772718,124.8,0.171585399734,124.8,0.773511563458
126,1.37638211249,126,0.208853988444,126,0.792618050469
127.2,1.37731861861,127.2,0.244227640844,127.2,0.810773129726
128.4,1.37824734388,128.4,0.277847302612,128.4,0.828047323244
129.6,1.37916838503,129.6,0.309840279518,129.6,0.844504332272
130.8,1.38008183718,130.8,0.340321848443,130.8,0.860201842811
132,1.3809877939,132,0.369396645323,132,0.875192219612
133.2,1.38188634722,133.2,0.39715986526,133.2,0.889523106241
134.4,1.38277758767,134.4,0.423698303786,134.4,0.903237945729
135.6,1.38366160432,135.6,0.449091263295,135.6,0.916376433805
136.8,1.38453848477,136.8,0.47341134457,136.8,0.92897491467
138,1.38540831524,138,0.496725140052,138,0.941066727648
139.2,1.38627118056,139.2,0.519093842798,139.2,0.952682511681
140.4,1.3871271642,140.4,0.540573782837,140.4,0.963850473519
141.6,1.3879763483,141.6,0.561216900847,141.6,0.974596624571
142.8,1.38881881369,142.8,0.581071167518,142.8,0.984944990604
144,1.38965463995,144,0.600180955737,144,0.994917797842
145.2,1.39048390538,145.2,0.618587371677,145.2,1.00453563853
146.4,1.39130668707,146.4,0.636328549979,146.4,1.01381761852
147.6,1.3921230609,147.6,0.6534399175,147.6,1.0227814892
148.8,1.39293310158,148.8,0.669954429455,148.8,1.03144376552
150,1.39373688266,150,0.685902781274,150,1.03981983196
151.2,1.39453447653,151.2,0.701313599029,151.2,1.04792403778
152.4,1.39532595451,152.4,0.716213610936,152.4,1.05576978272
153.6,1.3961113868,153.6,0.730627802061,153.6,1.06336959443
154.8,1.39689084254,154.8,0.744579554155,154.8,1.07073519835
156,1.39766438981,156,0.758090772224,156,1.07787758102
157.2,1.39843209568,157.2,0.771181999305,157.2,1.08480704749
158.4,1.39919402618,158.4,0.783872520698,158.4,1.09153327344
159.6,1.39995024638,159.6,0.796180458772,159.6,1.09806535258
160.8,1.40070082036,160.8,0.808122859319,160.8,1.10441183984
162,1.40144581123,162,0.819715770326,162,1.11058079078
163.2,1.40218528119,163.2,0.830974313938,163.2,1.11657979756
164.4,1.4029192915,164.4,0.84191275227,164.4,1.12241602189
165.6,1.40364790254,165.6,0.852544547696,165.6,1.12809622512
166.8,1.40437117377,166.8,0.862882418122,166.8,1.13362679595
168,1.40508916381,168,0.872938387754,168,1.13901377578
169.2,1.4058019304,169.2,0.882723833753,169.2,1.14426288208
170.4,1.40650953047,170.4,0.892249529185,170.4,1.14937952983
171.6,1.4072120201,171.6,0.901525682588,171.6,1.15436885134
172.8,1.40790945458,172.8,0.91056197447,172.8,1.15923571452
174,1.40860188838,174,0.919367591019,174,1.1639847397
175.2,1.40928937522,175.2,0.92795125525,175.2,1.16862031524
176.4,1.40997196804,176.4,0.93632125584,176.4,1.17314661194
177.6,1.41064971903,177.6,0.944485473824,177.6,1.17756759643
178.8,1.41132267962,178.8,0.952451407354,178.8,1.18188704349
180,1.41199090055,180,0.960226194671,180,1.18610854761
181.2,1.41265443183,181.2,0.967816635442,181.2,1.19023553363
182.4,1.41331332275,182.4,0.9752292106,182.4,1.19427126667
183.6,1.41396762194,183.6,0.982470100804,183.6,1.19821886137
184.8,1.41461737734,184.8,0.989545203628,184.8,1.20208129048
186,1.41526263623,186,0.996460149588,186,1.20586139291
187.2,1.41590344522,187.2,1.00322031708,187.2,1.20956188115
188.4,1.41653985031,188.4,1.00983084636,188.4,1.21318534834
189.6,1.41717189683,189.6,1.01629665255,189.6,1.21673427469
190.8,1.41779962952,190.8,1.02262243783,190.8,1.22021103368
192,1.4184230925,192,1.02881270289,192,1.22361789769
193.2,1.41904232928,193.2,1.03487175755,193.2,1.22695704341
194.4,1.4196573828,194.4,1.0408037308,194.4,1.2302305568
195.6,1.4202682954,195.6,1.04661258022,195.6,1.23344043781
196.8,1.42087510886,196.8,1.05230210069,196.8,1.23658860478
198,1.42147786442,198,1.05787593278,198,1.2396768986
199.2,1.42207660273,199.2,1.06333757042,199.2,1.24270708658
200.4,1.42267136392,200.4,1.06869036827,200.4,1.2456808661
201.6,1.42326218759,201.6,1.07393754856,201.6,1.24859986807
202.8,1.42384911281,202.8,1.07908220756,202.8,1.25146566018
204,1.42443217814,204,1.0841273217,204,1.25427974992
205.2,1.42501142162,205.2,1.0890757533,205.2,1.25704358746
206.4,1.42558688081,206.4,1.09393025597,206.4,1.25975856839
207.6,1.42615859276,207.6,1.09869347973,207.6,1.26242603625
208.8,1.42672659406,208.8,1.10336797588,208.8,1.26504728497
210,1.42729092081,210,1.10795620148,210,1.26762356114
211.2,1.42785160864,211.2,1.1124605237,211.2,1.27015606617
212.4,1.42840869274,212.4,1.11688322391,212.4,1.27264595833
213.6,1.42896220783,213.6,1.12122650151,213.6,1.27509435467
214.8,1.42951218818,214.8,1.12549247757,214.8,1.27750233288
216,1.43005866765,216,1.12968319831,216,1.27987093298
217.2,1.43060167964,217.2,1.13380063836,217.2,1.282201159
218.4,1.43114125715,218.4,1.13784670387,218.4,1.28449398051
219.6,1.43167743274,219.6,1.14182323544,219.6,1.28675033409
220.8,1.43221023857,220.8,1.14573201092,220.8,1.28897112475
222,1.43273970641,222,1.14957474808,222,1.29115722724
223.2,1.43326586761,223.2,1.15335310709,223.2,1.29330948735
224.4,1.43378875314,224.4,1.15706869296,224.4,1.29542872305
225.6,1.43430839359,225.6,1.16072305776,225.6,1.29751572567
226.8,1.43482481914,226.8,1.16431770283,226.8,1.29957126099
228,1.43533805964,228,1.16785408082,228,1.30159607023
229.2,1.43584814454,229.2,1.17133359762,229.2,1.30359087108
230.4,1.43635510295,230.4,1.17475761429,230.4,1.30555635862
231.6,1.4368589636,231.6,1.17812744875,231.6,1.30749320618
232.8,1.43735975488,232.8,1.18144437757,232.8,1.30940206623
234,1.43785750485,234,1.18470963749,234,1.31128357117
235.2,1.4383522412,235.2,1.18792442702,235.2,1.31313833411
236.4,1.4388439913,236.4,1.19108990788,236.4,1.31496694959
237.6,1.4393327822,237.6,1.19420720641,237.6,1.3167699943
238.8,1.4398186406,238.8,1.19727741491,238.8,1.31854802775
240,1.44030159289,240,1.20030159289,240,1.32030159289
241.2,1.44078166517,241.2,1.20328076835,241.2,1.32203121676
242.4,1.44125888318,242.4,1.20621593887,242.4,1.32373741103
243.6,1.44173327239,243.6,1.20910807278,243.6,1.32542067258
244.8,1.44220485795,244.8,1.21195811019,244.8,1.32708148407
246,1.44267366474,246,1.21476696404,246,1.32872031439
247.2,1.4431397173,247.2,1.21753552106,247.2,1.33033761918
248.4,1.44360303993,248.4,1.22026464271,248.4,1.33193384132
249.6,1.44406365661,249.6,1.22295516604,249.6,1.33350941133
250.8,1.44452159106,250.8,1.22560790462,250.8,1.33506474784
252,1.44497686671,252,1.22822364928,252,1.336600258
253.2,1.44542950674,253.2,1.23080316896,253.2,1.33811633785
254.4,1.44587953403,254.4,1.2333472114,254.4,1.33961337272
255.6,1.44632697122,255.6,1.23585650395,255.6,1.34109173758
256.8,1.44677184067,256.8,1.23833175417,256.8,1.34255179742
258,1.44721416451,258,1.24077365056,258,1.34399390754
259.2,1.4476539646,259.2,1.24318286318,259.2,1.34541841389
260.4,1.44809126254,260.4,1.24556004426,260.4,1.3468256534
261.6,1.44852607971,261.6,1.24790582877,261.6,1.34821595424
262.8,1.44895843722,262.8,1.25022083503,262.8,1.34958963612
264,1.44938835596,264,1.25250566523,264,1.35094701059
265.2,1.44981585657,265.2,1.25476090594,265.2,1.35228838126
266.4,1.45024095948,266.4,1.25698712863,266.4,1.35361404406
267.6,1.45066368487,267.6,1.25918489015,267.6,1.35492428751
268.8,1.4510840527,268.8,1.26135473319,268.8,1.35621939295
270,1.4515020827,270,1.26349718674,270,1.35749963472
271.2,1.45191779441,271.2,1.2656127665,271.2,1.35876528045
272.4,1.4523312071,272.4,1.2677019753,272.4,1.3600165912
273.6,1.45274233989,273.6,1.2697653035,273.6,1.36125382169
274.8,1.45315121163,274.8,1.27180322941,274.8,1.36247722052
276,1.453557841,276,1.27381621958,276,1.36368703029
277.2,1.45396224647,277.2,1.27580472925,277.2,1.36488348786
278.4,1.4543644463,278.4,1.2777692026,278.4,1.36606682445
279.6,1.45476445854,279.6,1.27971007316,279.6,1.36723726585
280.8,1.45516230107,280.8,1.28162776409,280.8,1.36839503258
282,1.45555799156,282,1.28352268848,282,1.36954034002
283.2,1.45595154749,283.2,1.28539524969,283.2,1.37067339859
284.4,1.45634298614,284.4,1.28724584159,284.4,1.37179441387
285.6,1.45673232463,285.6,1.28907484885,285.6,1.37290358674
286.8,1.45711957987,286.8,1.29088264722,286.8,1.37400111355
288,1.45750476862,288,1.29266960378,288,1.3750871862
289.2,1.45788790742,289.2,1.29443607718,289.2,1.3761619923
290.4,1.45826901266,290.4,1.2961824179,290.4,1.37722571528
291.6,1.45864810056,291.6,1.29790896845,291.6,1.3782785345
292.8,1.45902518715,292.8,1.29961606363,292.8,1.37932062539
294,1.4594002883,294,1.30130403074,294,1.38035215952
295.2,1.45977341972,295.2,1.30297318974,295.2,1.38137330473
296.4,1.46014459694,296.4,1.30462385355,296.4,1.38238422524
297.6,1.46051383533,297.6,1.30625632813,297.6,1.38338508173
298.8,1.46088115011,298.8,1.30787091277,298.8,1.38437603144
300,1.46124655634,300,1.30946790021,300,1.38535722827
301.2,1.4616100689,301.2,1.31104757684,301.2,1.38632882287
302.4,1.46197170255,302.4,1.31261022287,302.4,1.38729096271
303.6,1.46233147187,303.6,1.31415611251,303.6,1.38824379219
304.8,1.46268939131,304.8,1.31568551408,304.8,1.38918745269
306,1.46304547515,306,1.31719869023,306,1.39012208269
307.2,1.46339973754,307.2,1.31869589806,307.2,1.3910478178
308.4,1.46375219247,308.4,1.32017738925,308.4,1.39196479086
309.6,1.46410285381,309.6,1.32164341023,309.6,1.39287313202
310.8,1.46445173527,310.8,1.32309420231,310.8,1.39377296879
312,1.46479885042,312,1.3245300018,312,1.39466442611
313.2,1.46514421271,313.2,1.32595104013,313.2,1.39554762642
314.4,1.46548783543,314.4,1.32735754403,314.4,1.39642268973
315.6,1.46582973175,315.6,1.32874973557,315.6,1.39728973366
316.8,1.4661699147,316.8,1.33012783235,316.8,1.39814887353
318,1.4665083972,318,1.33149204756,318,1.39900022238
319.2,1.46684519201,319.2,1.33284259012,319.2,1.39984389106
320.4,1.46718031178,320.4,1.33417966478,320.4,1.40067998828
321.6,1.46751376903,321.6,1.33550347223,321.6,1.40150862063
322.8,1.46784557616,322.8,1.33681420917,322.8,1.40232989266
324,1.46817574545,324,1.33811206844,324,1.40314390694
325.2,1.46850428904,325.2,1.33939723912,325.2,1.40395076408
326.4,1.46883121897,326.4,1.3406699066,326.4,1.40475056278
327.6,1.46915654715,327.6,1.34193025265,327.6,1.4055433999
328.8,1.46948028538,328.8,1.34317845558,328.8,1.40632937048
330,1.46980244533,330,1.34441469023,330,1.40710856778
331.2,1.47012303859,331.2,1.34563912813,331.2,1.40788108336
332.4,1.47044207659,332.4,1.34685193754,332.4,1.40864700706
